,hotel_name,reviews,label,reviews_fixed,tokenized_reviews,stop_words_removed,stop_words_removed_lemmatized,stop_words_removed_stemmed
5452,601686:74,I paid 100 Euros for this reservation and upon arrival upgraded to a junior suite for additional 100 Euro.,0,paid 100 Euros for this reservation and upon arrival upgraded to junior suite for additional 100 Euro,"['paid', '100', 'euros', 'for', 'this', 'reservation', 'and', 'upon', 'arrival', 'upgraded', 'to', 'junior', 'suite', 'for', 'additional', '100', 'euro']","['paid', '100', 'euros', 'reservation', 'upon', 'arrival', 'upgraded', 'junior', 'suite', 'additional', '100', 'euro']","['pay', '100', 'euros', 'reservation', 'upon', 'arrival', 'upgrade', 'junior', 'suite', 'additional', '100', 'euro']","['paid', '100', 'euro', 'reserv', 'upon', 'arriv', 'upgrad', 'junior', 'suit', 'addit', '100', 'euro']"
5453,601686:74,I was not disappointed.,0,was not disappointed,"['was', 'not', 'disappointed']",['disappointed'],['disappointed'],['disappoint']
5454,601686:74,The rooms are modern and clean.,0,The rooms are modern and clean,"['the', 'rooms', 'are', 'modern', 'and', 'clean']","['rooms', 'modern', 'clean']","['room', 'modern', 'clean']","['room', 'modern', 'clean']"
5455,601686:74,The mini bar is included.,0,The mini bar is included,"['the', 'mini', 'bar', 'is', 'included']","['mini', 'bar', 'included']","['mini', 'bar', 'include']","['mini', 'bar', 'includ']"
5456,601686:74,The room has a shower AND a bath tub.,0,The room has shower AND bath tub,"['the', 'room', 'has', 'shower', 'and', 'bath', 'tub']","['room', 'shower', 'bath', 'tub']","['room', 'shower', 'bath', 'tub']","['room', 'shower', 'bath', 'tub']"
5457,601686:74,Breakfast is included in the main restaurant and has everything you might need or like.,0,Breakfast is included in the main restaurant and has everything you might need or like,"['breakfast', 'is', 'included', 'in', 'the', 'main', 'restaurant', 'and', 'has', 'everything', 'you', 'might', 'need', 'or', 'like']","['breakfast', 'included', 'main', 'restaurant', 'everything', 'might', 'need', 'like']","['breakfast', 'include', 'main', 'restaurant', 'everything', 'might', 'need', 'like']","['breakfast', 'includ', 'main', 'restaur', 'everyth', 'might', 'need', 'like']"
5458,601686:74,All in all an excellent hotel.,0,All in all an excellent hotel,"['all', 'in', 'all', 'an', 'excellent', 'hotel']","['excellent', 'hotel']","['excellent', 'hotel']","['excel', 'hotel']"
5459,601686:74,Definitely will stay there again,0,Definitely will stay there again,"['definitely', 'will', 'stay', 'there', 'again']","['definitely', 'stay']","['definitely', 'stay']","['definit', 'stay']"
5460,197447:3,hotel not a disappointment,0,hotel not disappointment,"['hotel', 'not', 'disappointment']","['hotel', 'disappointment']","['hotel', 'disappointment']","['hotel', 'disappoint']"
5461,197447:3,"We must have just been unlucky with our experience of Paris, because what should have been a lovely time was ruined by at least 3 encounters of very rude Parisians and very expensive prices.",0,We must have just been unlucky with our experience of Paris because what should have been lovely time was ruined by at least encounters of very rude Parisians and very expensive prices,"['we', 'must', 'have', 'just', 'been', 'unlucky', 'with', 'our', 'experience', 'of', 'paris', 'because', 'what', 'should', 'have', 'been', 'lovely', 'time', 'was', 'ruined', 'by', 'at', 'least', 'encounters', 'of', 'very', 'rude', 'parisians', 'and', 'very', 'expensive', 'prices']","['must', 'unlucky', 'experience', 'paris', 'lovely', 'time', 'ruined', 'least', 'encounters', 'rude', 'parisians', 'expensive', 'prices']","['must', 'unlucky', 'experience', 'paris', 'lovely', 'time', 'ruin', 'least', 'encounter', 'rude', 'parisian', 'expensive', 'price']","['must', 'unlucki', 'experi', 'pari', 'love', 'time', 'ruin', 'least', 'encount', 'rude', 'parisian', 'expens', 'price']"
5462,197447:3,"The manager should have been promoted long ago,-I will never again meet such a Man who was so happy to help and rectify any problems- he was wonderful.",1,The manager should have been promoted long ago will never again meet such Man who was so happy to help and rectify any problems he was wonderful,"['the', 'manager', 'should', 'have', 'been', 'promoted', 'long', 'ago', 'will', 'never', 'again', 'meet', 'such', 'man', 'who', 'was', 'so', 'happy', 'to', 'help', 'and', 'rectify', 'any', 'problems', 'he', 'was', 'wonderful']","['manager', 'promoted', 'long', 'ago', 'never', 'meet', 'man', 'happy', 'help', 'rectify', 'problems', 'wonderful']","['manager', 'promote', 'long', 'ago', 'never', 'meet', 'man', 'happy', 'help', 'rectify', 'problem', 'wonderful']","['manag', 'promot', 'long', 'ago', 'never', 'meet', 'man', 'happi', 'help', 'rectifi', 'problem', 'wonder']"
5463,197447:3,The stay was very comfortable and the room [small but ample] clean.,0,The stay was very comfortable and the room small but ample clean,"['the', 'stay', 'was', 'very', 'comfortable', 'and', 'the', 'room', 'small', 'but', 'ample', 'clean']","['stay', 'comfortable', 'room', 'small', 'ample', 'clean']","['stay', 'comfortable', 'room', 'small', 'ample', 'clean']","['stay', 'comfort', 'room', 'small', 'ampl', 'clean']"
5464,275848:198,Modern-minimalis design and Clean,0,Modern minimalis design and Clean,"['modern', 'minimalis', 'design', 'and', 'clean']","['modern', 'minimalis', 'design', 'clean']","['modern', 'minimalis', 'design', 'clean']","['modern', 'minimali', 'design', 'clean']"
5465,275848:198,We booked a reservation at the Hotel Globus through its web-site based of the good reviews that we read on tripadvisor.,0,We booked reservation at the Hotel Globus through it is web site based of the good reviews that we read on tripadvisor,"['we', 'booked', 'reservation', 'at', 'the', 'hotel', 'globus', 'through', 'it', 'is', 'web', 'site', 'based', 'of', 'the', 'good', 'reviews', 'that', 'we', 'read', 'on', 'tripadvisor']","['booked', 'reservation', 'hotel', 'globus', 'web', 'site', 'based', 'good', 'reviews', 'read', 'tripadvisor']","['book', 'reservation', 'hotel', 'globus', 'web', 'site', 'base', 'good', 'review', 'read', 'tripadvisor']","['book', 'reserv', 'hotel', 'globu', 'web', 'site', 'base', 'good', 'review', 'read', 'tripadvisor']"
5466,275848:198,"Though, we are fully aware that european hotels are less in quality compared with the ones in Asia or US.",0,Though we are fully aware that european hotels are less in quality compared with the ones in Asia or US,"['though', 'we', 'are', 'fully', 'aware', 'that', 'european', 'hotels', 'are', 'less', 'in', 'quality', 'compared', 'with', 'the', 'ones', 'in', 'asia', 'or', 'us']","['though', 'fully', 'aware', 'european', 'hotels', 'less', 'quality', 'compared', 'ones', 'asia', 'us']","['though', 'fully', 'aware', 'european', 'hotel', 'less', 'quality', 'compare', 'one', 'asia', 'us']","['though', 'fulli', 'awar', 'european', 'hotel', 'less', 'qualiti', 'compar', 'one', 'asia', 'us']"
5467,275848:198,Thank you to Michelle who is one of the owner of this hotel.,0,Thank you to Michelle who is one of the owner of this hotel,"['thank', 'you', 'to', 'michelle', 'who', 'is', 'one', 'of', 'the', 'owner', 'of', 'this', 'hotel']","['thank', 'michelle', 'one', 'owner', 'hotel']","['thank', 'michelle', 'one', 'owner', 'hotel']","['thank', 'michel', 'one', 'owner', 'hotel']"
5468,275848:198,"He gave us a good deal of Euro 90 for double executive room ,incl. buffet breakfast and taxes,.",0,He gave us good deal of Euro 90 for double executive room incl buffet breakfast and taxes,"['he', 'gave', 'us', 'good', 'deal', 'of', 'euro', '90', 'for', 'double', 'executive', 'room', 'incl', 'buffet', 'breakfast', 'and', 'taxes']","['gave', 'us', 'good', 'deal', 'euro', '90', 'double', 'executive', 'room', 'incl', 'buffet', 'breakfast', 'taxes']","['give', 'us', 'good', 'deal', 'euro', '90', 'double', 'executive', 'room', 'incl', 'buffet', 'breakfast', 'tax']","['gave', 'us', 'good', 'deal', 'euro', '90', 'doubl', 'execut', 'room', 'incl', 'buffet', 'breakfast', 'tax']"
5469,275848:198,We stayed there for 3 nights late December 2003.,0,We stayed there for nights late December 2003,"['we', 'stayed', 'there', 'for', 'nights', 'late', 'december', '2003']","['stayed', 'nights', 'late', 'december', '2003']","['stayed', 'night', 'late', 'december', '2003']","['stay', 'night', 'late', 'decemb', '2003']"
5470,275848:198,To us the hotel is most likely a 2 stars with a 4 stars bathroom facility.,0,To us the hotel is most likely stars with stars bathroom facility,"['to', 'us', 'the', 'hotel', 'is', 'most', 'likely', 'stars', 'with', 'stars', 'bathroom', 'facility']","['us', 'hotel', 'likely', 'stars', 'stars', 'bathroom', 'facility']","['us', 'hotel', 'likely', 'star', 'star', 'bathroom', 'facility']","['us', 'hotel', 'like', 'star', 'star', 'bathroom', 'facil']"
5471,275848:198,"Our room is spacious with internet access, cozy modern-minimalis design and clean.",0,Our room is spacious with internet access cozy modern minimalis design and clean,"['our', 'room', 'is', 'spacious', 'with', 'internet', 'access', 'cozy', 'modern', 'minimalis', 'design', 'and', 'clean']","['room', 'spacious', 'internet', 'access', 'cozy', 'modern', 'minimalis', 'design', 'clean']","['room', 'spacious', 'internet', 'access', 'cozy', 'modern', 'minimalis', 'design', 'clean']","['room', 'spaciou', 'internet', 'access', 'cozi', 'modern', 'minimali', 'design', 'clean']"
5472,275848:198,The one which decreased the value of this hotel is that the lobby is up a flight of stairs.,0,The one which decreased the value of this hotel is that the lobby is up flight of stairs,"['the', 'one', 'which', 'decreased', 'the', 'value', 'of', 'this', 'hotel', 'is', 'that', 'the', 'lobby', 'is', 'up', 'flight', 'of', 'stairs']","['one', 'decreased', 'value', 'hotel', 'lobby', 'flight', 'stairs']","['one', 'decrease', 'value', 'hotel', 'lobby', 'flight', 'stair']","['one', 'decreas', 'valu', 'hotel', 'lobbi', 'flight', 'stair']"
5473,275848:198,Guests must climb with luggage.,0,Guests must climb with luggage,"['guests', 'must', 'climb', 'with', 'luggage']","['guests', 'must', 'climb', 'luggage']","['guest', 'must', 'climb', 'luggage']","['guest', 'must', 'climb', 'luggag']"
5474,275848:198,when we arrived we were greeted by the front staff who helped us to bring our luggages up to the lobby.,0,when we arrived we we are greeted by the front staff who helped us to bring our luggages up to the lobby,"['when', 'we', 'arrived', 'we', 'we', 'are', 'greeted', 'by', 'the', 'front', 'staff', 'who', 'helped', 'us', 'to', 'bring', 'our', 'luggages', 'up', 'to', 'the', 'lobby']","['arrived', 'greeted', 'front', 'staff', 'helped', 'us', 'bring', 'luggages', 'lobby']","['arrive', 'greeted', 'front', 'staff', 'help', 'us', 'bring', 'luggage', 'lobby']","['arriv', 'greet', 'front', 'staff', 'help', 'us', 'bring', 'luggag', 'lobbi']"
5475,275848:198,We left our luggages at the front desk since the room reserved for us was still occupied.,0,We left our luggages at the front desk since the room reserved for us was still occupied,"['we', 'left', 'our', 'luggages', 'at', 'the', 'front', 'desk', 'since', 'the', 'room', 'reserved', 'for', 'us', 'was', 'still', 'occupied']","['left', 'luggages', 'front', 'desk', 'since', 'room', 'reserved', 'us', 'still', 'occupied']","['leave', 'luggages', 'front', 'desk', 'since', 'room', 'reserve', 'us', 'still', 'occupy']","['left', 'luggag', 'front', 'desk', 'sinc', 'room', 'reserv', 'us', 'still', 'occupi']"
5476,275848:198,"When we came back in the afternoon, our luggages had been brought in the room at 2nd floor.",0,When we came back in the afternoon our luggages had been brought in the room at 2 nd floor,"['when', 'we', 'came', 'back', 'in', 'the', 'afternoon', 'our', 'luggages', 'had', 'been', 'brought', 'in', 'the', 'room', 'at', '2', 'nd', 'floor']","['came', 'back', 'afternoon', 'luggages', 'brought', 'room', '2', 'nd', 'floor']","['come', 'back', 'afternoon', 'luggage', 'bring', 'room', '2', 'nd', 'floor']","['came', 'back', 'afternoon', 'luggag', 'brought', 'room', '2', 'nd', 'floor']"
5477,275848:198,The bar and breakfast place looked like a snack vendor and the only staff is very practical.,0,The bar and breakfast place looked like snack vendor and the only staff is very practical,"['the', 'bar', 'and', 'breakfast', 'place', 'looked', 'like', 'snack', 'vendor', 'and', 'the', 'only', 'staff', 'is', 'very', 'practical']","['bar', 'breakfast', 'place', 'looked', 'like', 'snack', 'vendor', 'staff', 'practical']","['bar', 'breakfast', 'place', 'look', 'like', 'snack', 'vendor', 'staff', 'practical']","['bar', 'breakfast', 'place', 'look', 'like', 'snack', 'vendor', 'staff', 'practic']"
5478,275848:198,"Breakfast was fine european standard with fresh fruit, however we could ask for a cup of capucinno or even a glass of hot chocolate.",0,Breakfast was fine european standard with fresh fruit however we could ask for cup of capucinno or even glass of hot chocolate,"['breakfast', 'was', 'fine', 'european', 'standard', 'with', 'fresh', 'fruit', 'however', 'we', 'could', 'ask', 'for', 'cup', 'of', 'capucinno', 'or', 'even', 'glass', 'of', 'hot', 'chocolate']","['breakfast', 'fine', 'european', 'standard', 'fresh', 'fruit', 'however', 'could', 'ask', 'cup', 'capucinno', 'even', 'glass', 'hot', 'chocolate']","['breakfast', 'fine', 'european', 'standard', 'fresh', 'fruit', 'however', 'could', 'ask', 'cup', 'capucinno', 'even', 'glass', 'hot', 'chocolate']","['breakfast', 'fine', 'european', 'standard', 'fresh', 'fruit', 'howev', 'could', 'ask', 'cup', 'capucinno', 'even', 'glass', 'hot', 'chocol']"
5479,275848:198,This hotel is recommended for budget travelers who do not mind to carry on your own luggages to the room and during check out.,1,This hotel is recommended for budget travelers who do not mind to carry on your own luggages to the room and during check out,"['this', 'hotel', 'is', 'recommended', 'for', 'budget', 'travelers', 'who', 'do', 'not', 'mind', 'to', 'carry', 'on', 'your', 'own', 'luggages', 'to', 'the', 'room', 'and', 'during', 'check', 'out']","['hotel', 'recommended', 'budget', 'travelers', 'mind', 'carry', 'luggages', 'room', 'check']","['hotel', 'recommend', 'budget', 'traveler', 'mind', 'carry', 'luggage', 'room', 'check']","['hotel', 'recommend', 'budget', 'travel', 'mind', 'carri', 'luggag', 'room', 'check']"
5480,275848:198,We do not mind it either.,0,We do not mind it either,"['we', 'do', 'not', 'mind', 'it', 'either']","['mind', 'either']","['mind', 'either']","['mind', 'either']"
5481,275848:198,"The location is best, near the train station ,5 minutes walk, and many budget eating houses nearby.",0,The location is best near the train station minutes walk and many budget eating houses nearby,"['the', 'location', 'is', 'best', 'near', 'the', 'train', 'station', 'minutes', 'walk', 'and', 'many', 'budget', 'eating', 'houses', 'nearby']","['location', 'best', 'near', 'train', 'station', 'minutes', 'walk', 'many', 'budget', 'eating', 'houses', 'nearby']","['location', 'best', 'near', 'train', 'station', 'minute', 'walk', 'many', 'budget', 'eating', 'house', 'nearby']","['locat', 'best', 'near', 'train', 'station', 'minut', 'walk', 'mani', 'budget', 'eat', 'hous', 'nearbi']"
5482,275848:198,Mercato St. Lorenzo is just steps from the hotel.,0,Mercato St Lorenzo is just steps from the hotel,"['mercato', 'st', 'lorenzo', 'is', 'just', 'steps', 'from', 'the', 'hotel']","['mercato', 'st', 'lorenzo', 'steps', 'hotel']","['mercato', 'st', 'lorenzo', 'step', 'hotel']","['mercato', 'st', 'lorenzo', 'step', 'hotel']"
5483,275848:198,"The window of our room is facing the back of Medici Chapel, a warm scene in the morning of winter season.",0,The window of our room is facing the back of Medici Chapel warm scene in the morning of winter season,"['the', 'window', 'of', 'our', 'room', 'is', 'facing', 'the', 'back', 'of', 'medici', 'chapel', 'warm', 'scene', 'in', 'the', 'morning', 'of', 'winter', 'season']","['window', 'room', 'facing', 'back', 'medici', 'chapel', 'warm', 'scene', 'morning', 'winter', 'season']","['window', 'room', 'face', 'back', 'medici', 'chapel', 'warm', 'scene', 'morning', 'winter', 'season']","['window', 'room', 'face', 'back', 'medici', 'chapel', 'warm', 'scene', 'morn', 'winter', 'season']"
